Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (GHz),Foundry,Vendor,Year,FP32 GFLOPS,Type_encoded,Foundry_encoded,Vendor_encoded
AMD Ryzen 5 PRO 3500U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GlobalFoundries,AMD,2019,,0,1,1
AMD Ryzen 7 2700X 50th Anniversary,CPU,2019-04-29,12.0,105.0,213.0,4800.0,3700.0,GlobalFoundries,AMD,2019,,0,1,1
AMD Ryzen 7 3700X,CPU,2019-07-07,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,2019,,0,8,1
AMD Ryzen 7 3780U,CPU,2019-10-22,12.0,15.0,210.0,4940.0,2300.0,GlobalFoundries,AMD,2019,,0,1,1
AMD Ryzen 7 3800X,CPU,2019-07-07,7.0,105.0,74.0,3800.0,3900.0,TSMC,AMD,2019,,0,8,1
AMD Ryzen 7 PRO 3700U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2300.0,GlobalFoundries,AMD,2019,,0,1,1
AMD Ryzen 9 3900X,CPU,2019-07-07,7.0,105.0,169.0,7600.0,3800.0,TSMC,AMD,2019,,0,8,1
AMD Ryzen 9 3950X,CPU,2019-11-25,7.0,105.0,169.0,7600.0,3500.0,TSMC,AMD,2019,,0,8,1
AMD Ryzen Threadripper 3960X,CPU,2019-11-25,7.0,280.0,169.0,15200.0,3800.0,TSMC,AMD,2019,,0,8,1
AMD Ryzen Threadripper 3970X,CPU,2019-11-25,7.0,280.0,169.0,15200.0,3700.0,TSMC,AMD,2019,,0,8,1
Intel Celeron J4025,CPU,2019-11-04,14.0,10.0,93.0,950.0,2000.0,Intel,Intel,2019,,0,3,3
Intel Celeron J4125,CPU,2019-11-04,14.0,10.0,93.0,950.0,2000.0,Intel,Intel,2019,,0,3,3
Intel Core i3-1000G1,CPU,2019-08-01,10.0,9.0,123.0,950.0,1100.0,Intel,Intel,2019,,0,3,3
Intel Core i3-1000G4,CPU,2019-08-01,10.0,9.0,123.0,950.0,1100.0,Intel,Intel,2019,,0,3,3
Intel Core i3-1005G1,CPU,2019-08-01,10.0,15.0,123.0,950.0,1200.0,Intel,Intel,2019,,0,3,3
Intel Core i3-10110U,CPU,2019-08-21,14.0,25.0,169.0,950.0,2100.0,Intel,Intel,2019,,0,3,3
Intel Core i3-10110Y,CPU,2019-08-21,14.0,9.0,169.0,950.0,1000.0,Intel,Intel,2019,,0,3,3
Intel Core i3-9100F,CPU,2019-04-23,14.0,65.0,126.0,950.0,3600.0,Intel,Intel,2019,,0,3,3
Intel Core i3-9100HL,CPU,2019-04-01,14.0,25.0,126.0,950.0,1600.0,Intel,Intel,2019,,0,3,3
Intel Core i3-9100TE,CPU,2019-04-01,14.0,35.0,126.0,950.0,2200.0,Intel,Intel,2019,,0,3,3
Intel Core i3-9300,CPU,2019-04-23,14.0,62.0,126.0,950.0,3700.0,Intel,Intel,2019,,0,3,3
Intel Core i3-9320,CPU,2019-04-23,14.0,62.0,126.0,950.0,3700.0,Intel,Intel,2019,,0,3,3
Intel Core i3-9350K,CPU,2019-04-23,14.0,91.0,126.0,950.0,4000.0,Intel,Intel,2019,,0,3,3
Intel Core i5-10210U,CPU,2019-08-21,14.0,25.0,169.0,950.0,1600.0,Intel,Intel,2019,,0,3,3
Intel Core i5-10210Y,CPU,2019-08-21,14.0,9.0,169.0,950.0,1000.0,Intel,Intel,2019,,0,3,3
Intel Core i5-1030G4,CPU,2019-08-01,10.0,9.0,123.0,950.0,700.0,Intel,Intel,2019,,0,3,3
Intel Core i5-1030G7,CPU,2019-08-01,10.0,9.0,123.0,950.0,800.0,Intel,Intel,2019,,0,3,3
Intel Core i5-10310Y,CPU,2019-08-21,14.0,9.0,169.0,950.0,1100.0,Intel,Intel,2019,,0,3,3
Intel Core i5-1035G1,CPU,2019-08-01,10.0,15.0,123.0,950.0,1000.0,Intel,Intel,2019,,0,3,3
Intel Core i5-1035G4,CPU,2019-08-01,10.0,15.0,123.0,950.0,1100.0,Intel,Intel,2019,,0,3,3
Intel Core i5-1035G7,CPU,2019-08-01,10.0,15.0,123.0,950.0,1200.0,Intel,Intel,2019,,0,3,3
Intel Core i5-8279U,CPU,2019-04-03,14.0,28.0,126.0,2300.0,2400.0,Intel,Intel,2019,,0,3,3
Intel Core i5-9500F,CPU,2019-04-23,14.0,65.0,169.0,950.0,3000.0,Intel,Intel,2019,,0,3,3
Intel Core i7-10510U,CPU,2019-08-21,14.0,25.0,169.0,950.0,1800.0,Intel,Intel,2019,,0,3,3
Intel Core i7-10510Y,CPU,2019-08-21,14.0,9.0,169.0,950.0,1200.0,Intel,Intel,2019,,0,3,3
Intel Core i7-1060G7,CPU,2019-08-01,10.0,9.0,123.0,950.0,1000.0,Intel,Intel,2019,,0,3,3
Intel Core i7-1065G7,CPU,2019-08-01,10.0,15.0,123.0,950.0,1300.0,Intel,Intel,2019,,0,3,3
Intel Core i7-1068NG7,CPU,2019-08-01,10.0,28.0,123.0,950.0,2300.0,Intel,Intel,2019,,0,3,3
Intel Core i7-10710U,CPU,2019-08-21,14.0,25.0,169.0,950.0,1100.0,Intel,Intel,2019,,0,3,3
Intel Core i7-9700,CPU,2019-04-23,14.0,65.0,180.3,950.0,3000.0,Intel,Intel,2019,,0,3,3
Intel Core i7-9700E,CPU,2019-04-23,14.0,65.0,180.3,950.0,2600.0,Intel,Intel,2019,,0,3,3
Intel Core i7-9700F,CPU,2019-04-23,14.0,65.0,180.3,950.0,3000.0,Intel,Intel,2019,,0,3,3
Intel Core i7-9700T,CPU,2019-04-23,14.0,35.0,180.3,950.0,2000.0,Intel,Intel,2019,,0,3,3
Intel Core i7-9750H,CPU,2019-04-23,14.0,45.0,149.0,950.0,2600.0,Intel,Intel,2019,,0,3,3
Intel Core i7-9750HF,CPU,2019-04-23,14.0,45.0,149.0,950.0,2600.0,Intel,Intel,2019,,0,3,3
Intel Core i7-9850H,CPU,2019-04-23,14.0,45.0,149.0,950.0,2600.0,Intel,Intel,2019,,0,3,3
Intel Core i9-10900X,CPU,2019-10-19,14.0,165.0,169.0,950.0,3700.0,Intel,Intel,2019,,0,3,3
Intel Core i9-10920X,CPU,2019-10-19,14.0,165.0,169.0,950.0,3500.0,Intel,Intel,2019,,0,3,3
Intel Core i9-10940X,CPU,2019-10-19,14.0,165.0,169.0,950.0,3300.0,Intel,Intel,2019,,0,3,3
Intel Core i9-10980XE,CPU,2019-10-19,14.0,165.0,169.0,950.0,3000.0,Intel,Intel,2019,,0,3,3
Intel Core i9-9880H,CPU,2019-04-23,14.0,45.0,149.0,950.0,2300.0,Intel,Intel,2019,,0,3,3
Intel Core i9-9900,CPU,2019-04-23,14.0,65.0,180.3,950.0,3100.0,Intel,Intel,2019,,0,3,3
Intel Core i9-9900KS,CPU,2019-10-28,14.0,127.0,180.0,950.0,4000.0,Intel,Intel,2019,,0,3,3
Intel Core i9-9900T,CPU,2019-04-23,14.0,35.0,180.3,950.0,2100.0,Intel,Intel,2019,,0,3,3
Intel Core i9-9980HK,CPU,2019-04-23,14.0,45.0,149.0,950.0,2400.0,Intel,Intel,2019,,0,3,3
Intel Pentium Silver J5040,CPU,2019-11-04,14.0,10.0,93.0,950.0,2000.0,Intel,Intel,2019,,0,3,3
Intel Xeon E-2226GE,CPU,2019-06-11,14.0,80.0,154.0,950.0,3400.0,Intel,Intel,2019,,0,3,3
Intel Xeon E-2278GE,CPU,2019-06-11,14.0,80.0,180.0,950.0,3300.0,Intel,Intel,2019,,0,3,3
Intel Xeon E-2278GEL,CPU,2019-06-11,14.0,35.0,180.0,950.0,2000.0,Intel,Intel,2019,,0,3,3
Intel Xeon Platinum 9221,CPU,2019-04-02,14.0,250.0,169.0,8000.0,2100.0,Intel,Intel,2019,,0,3,3
Intel Xeon Platinum 9222,CPU,2019-04-02,14.0,250.0,169.0,8000.0,2300.0,Intel,Intel,2019,,0,3,3
Intel Xeon Platinum 9242,CPU,2019-04-02,14.0,350.0,169.0,8000.0,2300.0,Intel,Intel,2019,,0,3,3
Intel Xeon Platinum 9282,CPU,2019-04-02,14.0,400.0,169.0,8000.0,2600.0,Intel,Intel,2019,,0,3,3
AMD Athlon Gold 3150G,CPU,2020-07-21,12.0,65.0,169.0,950.0,3500.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Athlon Gold 3150GE,CPU,2020-07-21,12.0,35.0,169.0,950.0,3500.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Athlon Gold PRO 3150G,CPU,2020-07-21,12.0,65.0,169.0,950.0,3500.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Athlon Gold PRO 3150GE,CPU,2020-07-21,12.0,35.0,169.0,950.0,3500.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Athlon Silver 3050GE,CPU,2020-07-21,12.0,35.0,169.0,950.0,3400.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Athlon Silver PRO 3125GE,CPU,2020-07-21,12.0,35.0,169.0,950.0,3400.0,GlobalFoundries,AMD,2020,,0,1,1
AMD EPYC 7F32,CPU,2020-04-14,7.0,180.0,74.0,3800.0,3700.0,TSMC,AMD,2020,,0,8,1
AMD EPYC 7F52,CPU,2020-04-14,7.0,155.0,74.0,3800.0,3500.0,TSMC,AMD,2020,,0,8,1
AMD EPYC 7F72,CPU,2020-04-14,7.0,240.0,74.0,3800.0,3200.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 3 3100,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 3 3300X,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3800.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 3 4300G,CPU,2020-07-21,7.0,65.0,156.0,9800.0,3800.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 3 4300GE,CPU,2020-07-21,7.0,35.0,156.0,9800.0,3500.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 3 PRO 4350G,CPU,2020-07-21,7.0,65.0,156.0,9800.0,3800.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 3 PRO 4350GE,CPU,2020-07-21,7.0,35.0,156.0,9800.0,3500.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 3 PRO 4450U,CPU,2020-05-07,7.0,15.0,156.0,9800.0,2400.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 5 4600G,CPU,2020-07-21,7.0,65.0,156.0,9800.0,3700.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 5 4600GE,CPU,2020-07-21,7.0,35.0,156.0,9800.0,3300.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 5 5600X,CPU,2020-11-05,7.0,65.0,74.0,4150.0,3700.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 5 PRO 4650G,CPU,2020-07-21,7.0,65.0,156.0,9800.0,3700.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 5 PRO 4650GE,CPU,2020-07-21,7.0,35.0,156.0,9800.0,3300.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 5 PRO 4650U,CPU,2020-05-07,7.0,15.0,156.0,9800.0,2100.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 7 3800XT,CPU,2020-07-07,7.0,105.0,74.0,3800.0,3800.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 7 4700G,CPU,2020-07-21,7.0,65.0,156.0,9800.0,3600.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 7 4700GE,CPU,2020-07-21,7.0,35.0,156.0,9800.0,3100.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 7 4750U,CPU,2020-05-07,7.0,15.0,156.0,9800.0,1700.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 7 5800X,CPU,2020-11-05,7.0,105.0,74.0,4150.0,3800.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 7 PRO 4750G,CPU,2020-07-21,7.0,65.0,156.0,9800.0,3600.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 7 PRO 4750GE,CPU,2020-07-21,7.0,35.0,156.0,9800.0,3100.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 9 3900XT,CPU,2020-07-07,7.0,105.0,169.0,7600.0,3900.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 9 4900H,CPU,2020-03-16,7.0,54.0,156.0,9800.0,3300.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 9 4900HS,CPU,2020-03-07,7.0,35.0,156.0,9800.0,3000.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 9 5900X,CPU,2020-11-05,7.0,105.0,169.0,8300.0,3700.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen 9 5950X,CPU,2020-11-05,7.0,105.0,169.0,8300.0,3400.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen Embedded R1102G,CPU,2020-02-25,14.0,6.0,209.8,4950.0,1200.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Ryzen Embedded R1305G,CPU,2020-02-25,14.0,10.0,209.8,4950.0,1500.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Ryzen Embedded R1505G,CPU,2020-02-25,14.0,25.0,209.8,4950.0,2400.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Ryzen Embedded R1600,CPU,2020-02-25,14.0,25.0,209.8,4950.0,2600.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Ryzen Embedded R1606G,CPU,2020-02-25,14.0,25.0,209.8,4950.0,2600.0,GlobalFoundries,AMD,2020,,0,1,1
AMD Ryzen Embedded V2516,CPU,2020-11-10,7.0,10.0,156.0,9800.0,2100.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen Embedded V2546,CPU,2020-11-10,7.0,35.0,156.0,9800.0,3000.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen Embedded V2718,CPU,2020-11-10,7.0,10.0,156.0,9800.0,1700.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen Embedded V2748,CPU,2020-11-10,7.0,35.0,156.0,9800.0,2900.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen Threadripper 3990X,CPU,2020-02-07,7.0,280.0,169.0,30400.0,2900.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen Threadripper PRO 3945WX,CPU,2020-07-14,7.0,280.0,169.0,3800.0,4000.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen Threadripper PRO 3955WX,CPU,2020-07-14,7.0,280.0,169.0,15200.0,3900.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen Threadripper PRO 3975WX,CPU,2020-07-14,7.0,280.0,169.0,15200.0,3500.0,TSMC,AMD,2020,,0,8,1
AMD Ryzen Threadripper PRO 3995WX,CPU,2020-07-14,7.0,280.0,169.0,30400.0,2700.0,TSMC,AMD,2020,,0,8,1
Intel Celeron G5900,CPU,2020-04-30,14.0,58.0,169.0,950.0,3400.0,Intel,Intel,2020,,0,3,3
Intel Celeron G5920,CPU,2020-04-30,14.0,58.0,169.0,950.0,3500.0,Intel,Intel,2020,,0,3,3
Intel Core i3-10100,CPU,2020-04-30,14.0,65.0,169.0,950.0,3600.0,Intel,Intel,2020,,0,3,3
Intel Core i3-10300,CPU,2020-04-30,14.0,62.0,169.0,950.0,3700.0,Intel,Intel,2020,,0,3,3
Intel Core i3-10320,CPU,2020-04-30,14.0,91.0,169.0,950.0,3800.0,Intel,Intel,2020,,0,3,3
Intel Core i3-10350K,CPU,2020-04-30,14.0,91.0,169.0,950.0,4100.0,Intel,Intel,2020,,0,3,3
Intel Core i3-1110G4,CPU,2020-09-02,10.0,15.0,169.0,950.0,1800.0,Intel,Intel,2020,,0,3,3
Intel Core i3-1115G4,CPU,2020-09-02,10.0,28.0,169.0,950.0,3000.0,Intel,Intel,2020,,0,3,3
Intel Core i3-1120G4,CPU,2020-09-02,10.0,15.0,169.0,950.0,1100.0,Intel,Intel,2020,,0,3,3
Intel Core i3-1125G4,CPU,2020-09-02,10.0,28.0,169.0,950.0,2000.0,Intel,Intel,2020,,0,3,3
Intel Core i5-10200H,CPU,2020-09-17,14.0,45.0,169.0,950.0,2400.0,Intel,Intel,2020,,0,3,3
Intel Core i5-10300H,CPU,2020-09-17,14.0,45.0,169.0,950.0,2500.0,Intel,Intel,2020,,0,3,3
Intel Core i5-1038NG7,CPU,2020-05-04,10.0,28.0,123.0,950.0,2000.0,Intel,Intel,2020,,0,3,3
Intel Core i5-10400,CPU,2020-04-30,14.0,65.0,169.0,950.0,2900.0,Intel,Intel,2020,,0,3,3
Intel Core i5-10400F,CPU,2020-04-30,14.0,65.0,169.0,950.0,2900.0,Intel,Intel,2020,,0,3,3
Intel Core i5-10400H,CPU,2020-04-02,14.0,45.0,169.0,950.0,2600.0,Intel,Intel,2020,,0,3,3
Intel Core i5-10500,CPU,2020-04-30,14.0,65.0,169.0,950.0,3100.0,Intel,Intel,2020,,0,3,3
Intel Core i5-10600,CPU,2020-04-30,14.0,65.0,169.0,950.0,3300.0,Intel,Intel,2020,,0,3,3
Intel Core i5-10600K,CPU,2020-04-30,14.0,125.0,169.0,950.0,4100.0,Intel,Intel,2020,,0,3,3
Intel Core i5-10600KF,CPU,2020-04-30,14.0,95.0,169.0,950.0,4100.0,Intel,Intel,2020,,0,3,3
Intel Core i5-1130G7,CPU,2020-09-02,10.0,15.0,169.0,950.0,1100.0,Intel,Intel,2020,,0,3,3
Intel Core i5-1135G7,CPU,2020-09-02,10.0,28.0,169.0,950.0,2400.0,Intel,Intel,2020,,0,3,3
Intel Core i5-1145G7,CPU,2020-09-02,10.0,28.0,169.0,950.0,2600.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10610U,CPU,2020-04-02,14.0,25.0,169.0,950.0,1800.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10700,CPU,2020-04-30,14.0,65.0,169.0,950.0,2900.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10700F,CPU,2020-04-30,14.0,65.0,169.0,950.0,2900.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10700K,CPU,2020-04-30,14.0,125.0,169.0,950.0,3800.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10700KF,CPU,2020-04-30,14.0,125.0,169.0,950.0,3800.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10750H,CPU,2020-04-02,14.0,45.0,169.0,950.0,2600.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10810U,CPU,2020-04-02,14.0,25.0,169.0,950.0,1100.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10850H,CPU,2020-04-02,14.0,45.0,169.0,950.0,2700.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10870H,CPU,2020-09-17,14.0,45.0,169.0,950.0,2200.0,Intel,Intel,2020,,0,3,3
Intel Core i7-10875H,CPU,2020-04-02,14.0,45.0,177.5,950.0,2300.0,Intel,Intel,2020,,0,3,3
Intel Core i7-1160G7,CPU,2020-09-02,10.0,15.0,169.0,950.0,1200.0,Intel,Intel,2020,,0,3,3
Intel Core i7-1165G7,CPU,2020-09-02,10.0,28.0,169.0,950.0,2800.0,Intel,Intel,2020,,0,3,3
Intel Core i7-1185G7,CPU,2020-09-02,10.0,28.0,169.0,950.0,3000.0,Intel,Intel,2020,,0,3,3
Intel Core i9-10800F,CPU,2020-04-30,14.0,65.0,169.0,950.0,2700.0,Intel,Intel,2020,,0,3,3
Intel Core i9-10850K,CPU,2020-07-27,14.0,125.0,206.0,950.0,3600.0,Intel,Intel,2020,,0,3,3
Intel Core i9-10885H,CPU,2020-04-02,14.0,45.0,206.0,950.0,2400.0,Intel,Intel,2020,,0,3,3
Intel Core i9-10900,CPU,2020-04-30,14.0,65.0,169.0,950.0,2800.0,Intel,Intel,2020,,0,3,3
Intel Core i9-10900F,CPU,2020-04-30,14.0,65.0,169.0,950.0,2800.0,Intel,Intel,2020,,0,3,3
Intel Core i9-10900K,CPU,2020-04-30,14.0,125.0,206.0,950.0,3700.0,Intel,Intel,2020,,0,3,3
Intel Core i9-10900KF,CPU,2020-04-30,14.0,125.0,169.0,950.0,3700.0,Intel,Intel,2020,,0,3,3
Intel Core i9-10980HK,CPU,2020-04-02,14.0,45.0,169.0,950.0,2400.0,Intel,Intel,2020,,0,3,3
Intel Pentium Gold G6400,CPU,2020-04-30,14.0,58.0,169.0,950.0,4000.0,Intel,Intel,2020,,0,3,3
Intel Pentium Gold G6500,CPU,2020-04-30,14.0,58.0,169.0,950.0,4100.0,Intel,Intel,2020,,0,3,3
Intel Pentium Gold G6600,CPU,2020-04-30,14.0,58.0,169.0,950.0,4200.0,Intel,Intel,2020,,0,3,3
Intel Xeon W-1290,CPU,2020-05-13,14.0,80.0,206.0,950.0,3200.0,Intel,Intel,2020,,0,3,3
Intel Xeon W-1290P,CPU,2020-05-13,10.0,125.0,206.0,950.0,3700.0,Intel,Intel,2020,,0,3,3
AMD Ryzen 3 5300G,CPU,2021-04-13,7.0,65.0,180.0,10700.0,4000.0,TSMC,AMD,2021,,0,8,1
AMD Ryzen 3 PRO 5350G,CPU,2021-06-01,7.0,65.0,180.0,10700.0,4000.0,TSMC,AMD,2021,,0,8,1
AMD Ryzen 3 PRO 5350GE,CPU,2021-06-01,7.0,35.0,180.0,10700.0,3600.0,TSMC,AMD,2021,,0,8,1
AMD Ryzen 4700S,CPU,2021-06-26,7.0,65.0,308.0,10600.0,3600.0,TSMC,AMD,2021,,0,8,1
AMD Ryzen 5 5600G,CPU,2021-04-13,7.0,65.0,180.0,10700.0,3900.0,TSMC,AMD,2021,,0,8,1
AMD Ryzen 5 PRO 5650G,CPU,2021-06-01,7.0,65.0,180.0,10700.0,3900.0,TSMC,AMD,2021,,0,8,1
AMD Ryzen 5 PRO 5650GE,CPU,2021-06-01,7.0,35.0,180.0,10700.0,3400.0,TSMC,AMD,2021,,0,8,1
AMD Ryzen 7 5700G,CPU,2021-04-13,7.0,65.0,180.0,10700.0,3800.0,TSMC,AMD,2021,,0,8,1
AMD Ryzen 7 PRO 5750G,CPU,2021-06-01,7.0,65.0,180.0,10700.0,3800.0,TSMC,AMD,2021,,0,8,1
AMD Ryzen 7 PRO 5750GE,CPU,2021-06-01,7.0,35.0,180.0,10700.0,3200.0,TSMC,AMD,2021,,0,8,1
Intel Core i5-11260H,CPU,2021-05-11,10.0,35.0,190.0,950.0,2100.0,Intel,Intel,2021,,0,3,3
Intel Core i5-11320H,CPU,2021-06-21,10.0,28.0,146.1,950.0,2500.0,Intel,Intel,2021,,0,3,3
Intel Core i5-11400H,CPU,2021-05-11,10.0,35.0,190.0,950.0,2200.0,Intel,Intel,2021,,0,3,3
Intel Core i5-11500H,CPU,2021-05-11,10.0,35.0,190.0,950.0,2400.0,Intel,Intel,2021,,0,3,3
Intel Core i5-1155G7,CPU,2021-05-31,10.0,28.0,169.0,950.0,2500.0,Intel,Intel,2021,,0,3,3
Intel Core i5-12600K,CPU,2021-11-04,10.0,125.0,215.0,950.0,3700.0,Intel,Intel,2021,,0,3,3
Intel Core i5-12600KF,CPU,2021-11-04,10.0,125.0,215.0,950.0,3700.0,Intel,Intel,2021,,0,3,3
Intel Core i7-11390H,CPU,2021-06-21,10.0,28.0,146.1,950.0,2900.0,Intel,Intel,2021,,0,3,3
Intel Core i7-11600H,CPU,2021-05-11,10.0,35.0,190.0,950.0,2500.0,Intel,Intel,2021,,0,3,3
Intel Core i7-11700K,CPU,2021-03-16,14.0,125.0,169.0,950.0,3600.0,Intel,Intel,2021,,0,3,3
Intel Core i7-11800H,CPU,2021-05-11,10.0,35.0,190.0,950.0,1900.0,Intel,Intel,2021,,0,3,3
Intel Core i7-11850H,CPU,2021-05-11,10.0,35.0,190.0,950.0,2100.0,Intel,Intel,2021,,0,3,3
Intel Core i7-1195G7,CPU,2021-05-31,10.0,28.0,146.1,950.0,2900.0,Intel,Intel,2021,,0,3,3
Intel Core i7-12700K,CPU,2021-11-04,10.0,125.0,215.0,950.0,3600.0,Intel,Intel,2021,,0,3,3
Intel Core i7-12700KF,CPU,2021-11-04,10.0,125.0,215.0,950.0,3600.0,Intel,Intel,2021,,0,3,3
Intel Core i9-11900H,CPU,2021-05-11,10.0,35.0,190.0,950.0,2100.0,Intel,Intel,2021,,0,3,3
Intel Core i9-11900K,CPU,2021-03-16,14.0,125.0,276.0,950.0,3500.0,Intel,Intel,2021,,0,3,3
Intel Core i9-11900KF,CPU,2021-03-16,14.0,125.0,276.0,950.0,3500.0,Intel,Intel,2021,,0,3,3
Intel Core i9-11950H,CPU,2021-05-11,10.0,35.0,190.0,950.0,2100.0,Intel,Intel,2021,,0,3,3
Intel Core i9-11980HK,CPU,2021-05-11,10.0,45.0,190.0,950.0,2600.0,Intel,Intel,2021,,0,3,3
Intel Core i9-12900K,CPU,2021-11-04,10.0,125.0,215.0,950.0,3200.0,Intel,Intel,2021,,0,3,3
Intel Core i9-12900KF,CPU,2021-11-04,10.0,125.0,215.0,950.0,3200.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2314,CPU,2021-09-08,14.0,65.0,276.0,950.0,2800.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2324G,CPU,2021-09-08,14.0,65.0,276.0,950.0,3100.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2334,CPU,2021-09-08,14.0,65.0,276.0,950.0,3400.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2336,CPU,2021-09-08,14.0,65.0,276.0,950.0,2900.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2356G,CPU,2021-09-08,14.0,80.0,276.0,950.0,3200.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2374G,CPU,2021-09-08,14.0,80.0,276.0,950.0,3700.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2378,CPU,2021-09-08,14.0,65.0,276.0,950.0,2600.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2378G,CPU,2021-09-08,14.0,80.0,276.0,950.0,2800.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2386G,CPU,2021-09-08,14.0,95.0,276.0,950.0,3500.0,Intel,Intel,2021,,0,3,3
Intel Xeon E-2388G,CPU,2021-09-08,14.0,95.0,276.0,950.0,3200.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 5315Y,CPU,2021-04-06,10.0,140.0,169.0,950.0,3200.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 5317,CPU,2021-04-06,10.0,150.0,169.0,950.0,3000.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 5318H,CPU,2021-04-06,14.0,150.0,169.0,950.0,2500.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 5318N,CPU,2021-04-06,10.0,150.0,169.0,950.0,2100.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 5318S,CPU,2021-04-06,10.0,165.0,169.0,950.0,2100.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 5318Y,CPU,2021-04-06,10.0,165.0,169.0,950.0,2100.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 5320,CPU,2021-04-06,10.0,185.0,169.0,950.0,2200.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 5320H,CPU,2021-04-06,14.0,150.0,169.0,950.0,2400.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 5320T,CPU,2021-04-06,10.0,150.0,169.0,950.0,2300.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 6312U,CPU,2021-04-06,10.0,185.0,169.0,950.0,2400.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 6314U,CPU,2021-04-06,10.0,205.0,169.0,950.0,2300.0,Intel,Intel,2021,,0,3,3
Intel Xeon Gold 6326,CPU,2021-04-06,10.0,185.0,169.0,950.0,2900.0,Intel,Intel,2021,,0,3,3
