Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (GHz),Foundry,Vendor,Year,FP32 GFLOPS,Type_encoded,Foundry_encoded,Vendor_encoded
AMD A8-3870K,CPU,2011-12-20,32.0,100.0,228.0,1178.0,3000.0,GlobalFoundries,AMD,2011,,0,1,1
AMD Athlon II X2 270,CPU,2011-07-01,45.0,65.0,117.0,410.0,3400.0,TSMC,AMD,2011,,0,8,1
AMD Athlon II X4 631,CPU,2011-08-17,32.0,100.0,228.0,1178.0,2600.0,GlobalFoundries,AMD,2011,,0,1,1
AMD Athlon II X4 651,CPU,2011-11-14,32.0,100.0,228.0,1178.0,3000.0,GlobalFoundries,AMD,2011,,0,1,1
AMD Athlon II X4 651K,CPU,2011-11-14,32.0,100.0,228.0,1178.0,3000.0,GlobalFoundries,AMD,2011,,0,1,1
AMD C-60,CPU,2011-08-22,40.0,9.0,75.0,950.0,1000.0,TSMC,AMD,2011,,0,8,1
AMD E-300,CPU,2011-08-22,40.0,18.0,75.0,950.0,1300.0,TSMC,AMD,2011,,0,8,1
AMD E-450,CPU,2011-08-22,40.0,18.0,75.0,950.0,1650.0,TSMC,AMD,2011,,0,8,1
AMD E2-3000M,CPU,2011-12-20,32.0,35.0,228.0,1178.0,1800.0,TSMC,AMD,2011,,0,8,1
AMD E2-3200,CPU,2011-09-07,32.0,65.0,228.0,1178.0,2400.0,TSMC,AMD,2011,,0,8,1
AMD FX-4100,CPU,2011-10-12,32.0,95.0,315.0,1200.0,3600.0,TSMC,AMD,2011,,0,8,1
AMD FX-6100,CPU,2011-10-12,32.0,95.0,315.0,1200.0,3300.0,TSMC,AMD,2011,,0,8,1
AMD FX-8100,CPU,2011-10-12,32.0,95.0,315.0,1200.0,2800.0,TSMC,AMD,2011,,0,8,1
AMD FX-8120,CPU,2011-10-12,32.0,125.0,315.0,1200.0,3100.0,TSMC,AMD,2011,,0,8,1
AMD FX-8150,CPU,2011-10-12,32.0,125.0,315.0,1200.0,3600.0,TSMC,AMD,2011,,0,8,1
AMD Opteron 6262 HE,CPU,2011-11-14,32.0,85.0,316.0,2400.0,1600.0,TSMC,AMD,2011,,0,8,1
AMD Opteron 6272,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2100.0,TSMC,AMD,2011,,0,8,1
AMD Opteron 6274,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2200.0,TSMC,AMD,2011,,0,8,1
AMD Opteron 6276,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2300.0,TSMC,AMD,2011,,0,8,1
AMD Opteron 6282 SE,CPU,2011-11-14,32.0,140.0,316.0,2400.0,2600.0,TSMC,AMD,2011,,0,8,1
AMD Phenom II X4 650T,CPU,2011-07-01,45.0,95.0,346.0,904.0,2700.0,GlobalFoundries,AMD,2011,,0,1,1
AMD Sempron 130,CPU,2011-08-01,45.0,45.0,117.0,234.0,2600.0,TSMC,AMD,2011,,0,8,1
Intel Atom D2500,CPU,2011-11-01,32.0,10.0,66.0,176.0,1867.0,Intel,Intel,2011,,0,3,3
Intel Atom D2550,CPU,2011-11-01,32.0,10.0,66.0,176.0,1867.0,Intel,Intel,2011,,0,3,3
Intel Atom D2700,CPU,2011-11-01,32.0,10.0,66.0,176.0,2133.0,Intel,Intel,2011,,0,3,3
Intel Atom N2600,CPU,2011-12-01,32.0,4.0,66.0,176.0,1600.0,Intel,Intel,2011,,0,3,3
Intel Atom N2800,CPU,2011-12-01,32.0,7.0,66.0,176.0,1867.0,Intel,Intel,2011,,0,3,3
Intel Celeron 725C,CPU,2011-07-01,32.0,17.0,131.0,504.0,1300.0,Intel,Intel,2011,,0,3,3
Intel Celeron 787,CPU,2011-07-01,32.0,17.0,131.0,504.0,1300.0,Intel,Intel,2011,,0,3,3
Intel Celeron 847,CPU,2011-06-19,32.0,17.0,131.0,504.0,1100.0,Intel,Intel,2011,,0,3,3
Intel Celeron 857,CPU,2011-07-01,32.0,17.0,131.0,504.0,1200.0,Intel,Intel,2011,,0,3,3
Intel Celeron B710,CPU,2011-06-19,32.0,35.0,131.0,504.0,1600.0,Intel,Intel,2011,,0,3,3
Intel Celeron B800,CPU,2011-06-19,32.0,35.0,131.0,504.0,1500.0,Intel,Intel,2011,,0,3,3
Intel Celeron B840,CPU,2011-07-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,2011,,0,3,3
Intel Celeron G440,CPU,2011-09-04,32.0,35.0,131.0,504.0,1600.0,Intel,Intel,2011,,0,3,3
Intel Celeron G460,CPU,2011-12-12,32.0,35.0,131.0,504.0,1800.0,Intel,Intel,2011,,0,3,3
Intel Celeron G530,CPU,2011-09-04,32.0,65.0,131.0,504.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Celeron G530T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2000.0,Intel,Intel,2011,,0,3,3
Intel Celeron G540,CPU,2011-09-04,32.0,65.0,131.0,504.0,2500.0,Intel,Intel,2011,,0,3,3
Intel Celeron G540T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2100.0,Intel,Intel,2011,,0,3,3
Intel Celeron G550T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2200.0,Intel,Intel,2011,,0,3,3
Intel Core i3-2102,CPU,2011-06-01,32.0,65.0,131.0,504.0,3100.0,Intel,Intel,2011,,0,3,3
Intel Core i3-2120T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2600.0,Intel,Intel,2011,,0,3,3
Intel Core i3-2125,CPU,2011-09-04,32.0,65.0,131.0,504.0,3300.0,Intel,Intel,2011,,0,3,3
Intel Core i3-2130,CPU,2011-09-04,32.0,65.0,131.0,504.0,3400.0,Intel,Intel,2011,,0,3,3
Intel Core i3-2312M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2100.0,Intel,Intel,2011,,0,3,3
Intel Core i3-2332M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,2011,,0,3,3
Intel Core i3-2350M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2300.0,Intel,Intel,2011,,0,3,3
Intel Core i3-2367M,CPU,2011-10-01,32.0,17.0,149.0,624.0,1400.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2320,CPU,2011-09-04,32.0,95.0,216.0,1160.0,3000.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2415M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2300.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2430M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2430M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2430M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2430M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2670QM,CPU,2011-10-12,32.0,45.0,216.0,1160.0,2200.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2675QM,CPU,2011-10-12,32.0,45.0,216.0,1160.0,2200.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2700K,CPU,2011-10-24,32.0,95.0,216.0,1160.0,3500.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2760QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2760QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2760QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2760QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2860QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2860QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2860QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2860QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,Intel,Intel,2011,,0,3,3
Intel Core i7-2960XM,CPU,2011-09-04,32.0,55.0,216.0,1160.0,2700.0,Intel,Intel,2011,,0,3,3
Intel Core i7-3930K,CPU,2011-11-14,32.0,130.0,435.0,2270.0,3200.0,Intel,Intel,2011,,0,3,3
Intel Core i7-3960X,CPU,2011-11-14,32.0,130.0,435.0,2270.0,3300.0,Intel,Intel,2011,,0,3,3
Intel Core i7-980,CPU,2011-06-26,32.0,130.0,239.0,1170.0,3333.0,Intel,Intel,2011,,0,3,3
Intel Pentium 350,CPU,2011-11-21,32.0,15.0,131.0,504.0,1200.0,Intel,Intel,2011,,0,3,3
Intel Pentium 957,CPU,2011-06-19,32.0,17.0,131.0,504.0,1200.0,Intel,Intel,2011,,0,3,3
Intel Pentium 967,CPU,2011-10-02,32.0,17.0,131.0,504.0,1300.0,Intel,Intel,2011,,0,3,3
Intel Pentium B940,CPU,2011-06-19,32.0,35.0,131.0,504.0,2000.0,Intel,Intel,2011,,0,3,3
Intel Pentium B950,CPU,2011-06-19,32.0,35.0,131.0,504.0,2100.0,Intel,Intel,2011,,0,3,3
Intel Pentium B960,CPU,2011-10-02,32.0,35.0,131.0,504.0,2200.0,Intel,Intel,2011,,0,3,3
Intel Pentium G630,CPU,2011-09-04,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,2011,,0,3,3
Intel Pentium G630T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2300.0,Intel,Intel,2011,,0,3,3
Intel Pentium G632,CPU,2011-09-04,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,2011,,0,3,3
Intel Pentium G860,CPU,2011-09-04,32.0,65.0,131.0,504.0,3000.0,Intel,Intel,2011,,0,3,3
AMD A10-5700,CPU,2012-10-02,32.0,65.0,246.0,1303.0,3400.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A10-5800B,CPU,2012-10-02,32.0,100.0,246.0,1303.0,3800.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A10-5800K,CPU,2012-10-02,32.0,100.0,246.0,1303.0,3800.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A4-4355M,CPU,2012-09-27,32.0,17.0,246.0,1303.0,1900.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A4-5300,CPU,2012-10-02,32.0,65.0,246.0,1303.0,3400.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A4-5300B,CPU,2012-10-02,32.0,65.0,246.0,1303.0,3400.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A6-5400B,CPU,2012-10-02,32.0,65.0,246.0,1303.0,3600.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A6-5400K,CPU,2012-10-02,32.0,65.0,246.0,1303.0,3600.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A8-4555M,CPU,2012-09-27,32.0,19.0,246.0,1303.0,1600.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A8-5500,CPU,2012-10-02,32.0,65.0,246.0,1303.0,3200.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A8-5500B,CPU,2012-10-02,32.0,65.0,246.0,1303.0,3200.0,GlobalFoundries,AMD,2012,,0,1,1
AMD A8-5600K,CPU,2012-10-02,32.0,100.0,246.0,1303.0,3600.0,GlobalFoundries,AMD,2012,,0,1,1
AMD Athlon X2 340,CPU,2012-10-02,32.0,65.0,246.0,1303.0,3200.0,GlobalFoundries,AMD,2012,,0,1,1
AMD Athlon X4 730,CPU,2012-10-02,32.0,65.0,246.0,1303.0,2800.0,GlobalFoundries,AMD,2012,,0,1,1
AMD Athlon X4 740,CPU,2012-10-02,32.0,65.0,246.0,1303.0,3200.0,GlobalFoundries,AMD,2012,,0,1,1
AMD Athlon X4 750K,CPU,2012-10-02,32.0,100.0,246.0,1303.0,3400.0,GlobalFoundries,AMD,2012,,0,1,1
AMD C-70,CPU,2012-09-01,40.0,9.0,75.0,950.0,1000.0,TSMC,AMD,2012,,0,8,1
AMD FX-4120,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3900.0,TSMC,AMD,2012,,0,8,1
AMD FX-4150,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,TSMC,AMD,2012,,0,8,1
AMD FX-4300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,GlobalFoundries,AMD,2012,,0,1,1
AMD FX-4320,CPU,2012-10-23,32.0,95.0,315.0,1200.0,4000.0,TSMC,AMD,2012,,0,8,1
AMD FX-6120,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,TSMC,AMD,2012,,0,8,1
AMD FX-6130,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,TSMC,AMD,2012,,0,8,1
AMD FX-6300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3500.0,GlobalFoundries,AMD,2012,,0,1,1
AMD FX-8140,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3200.0,TSMC,AMD,2012,,0,8,1
AMD FX-8170,CPU,2012-10-23,32.0,125.0,315.0,1200.0,3900.0,TSMC,AMD,2012,,0,8,1
AMD FX-8300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3300.0,TSMC,AMD,2012,,0,8,1
AMD FX-8320,CPU,2012-10-23,32.0,125.0,315.0,1200.0,3500.0,GlobalFoundries,AMD,2012,,0,1,1
AMD FX-8350,CPU,2012-10-23,32.0,125.0,315.0,1200.0,4000.0,GlobalFoundries,AMD,2012,,0,1,1
AMD FirePro A320,CPU,2012-08-07,32.0,100.0,246.0,1303.0,3800.0,GlobalFoundries,AMD,2012,,0,1,1
AMD FirePro A320,CPU,2012-08-07,32.0,100.0,246.0,1303.0,3800.0,GlobalFoundries,AMD,2012,733.4,0,1,1
AMD Opteron 3320 EE,CPU,2012-12-04,32.0,25.0,315.0,1200.0,1900.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 3350 HE,CPU,2012-12-04,32.0,45.0,315.0,1200.0,2800.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 3380,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 4310 EE,CPU,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 4332 HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,3000.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 4334,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 4340,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3500.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 4376 HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 4386,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 43CX EE,CPU,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 43GK HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 6348,CPU,2012-11-05,32.0,115.0,169.0,2400.0,2800.0,GlobalFoundries,AMD,2012,,0,1,1
AMD Opteron 6366 HE,CPU,2012-11-05,32.0,85.0,315.0,2400.0,1800.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 6376,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2300.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 6378,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2400.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 6380,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2500.0,TSMC,AMD,2012,,0,8,1
AMD Opteron 6386 SE,CPU,2012-11-05,32.0,140.0,315.0,2400.0,2800.0,TSMC,AMD,2012,,0,8,1
AMD Z-60,CPU,2012-10-09,40.0,5.0,169.0,950.0,1000.0,TSMC,AMD,2012,,0,8,1
Intel Atom S1220,CPU,2012-12-11,32.0,8.0,169.0,950.0,1600.0,Intel,Intel,2012,,0,3,3
Intel Atom S1240,CPU,2012-12-11,32.0,6.0,169.0,950.0,1600.0,Intel,Intel,2012,,0,3,3
Intel Atom S1260,CPU,2012-12-11,32.0,9.0,169.0,950.0,2000.0,Intel,Intel,2012,,0,3,3
Intel Atom Z2760,CPU,2012-09-27,32.0,3.0,65.0,140.0,1800.0,Intel,Intel,2012,,0,3,3
Intel Celeron 887,CPU,2012-09-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel,2012,,0,3,3
Intel Celeron B830,CPU,2012-09-01,32.0,35.0,131.0,504.0,1800.0,Intel,Intel,2012,,0,3,3
Intel Celeron G1610,CPU,2012-12-03,22.0,55.0,94.0,950.0,2600.0,Intel,Intel,2012,,0,3,3
Intel Celeron G1610T,CPU,2012-12-03,22.0,35.0,94.0,950.0,2300.0,Intel,Intel,2012,,0,3,3
Intel Celeron G1620,CPU,2012-12-03,22.0,55.0,94.0,950.0,2700.0,Intel,Intel,2012,,0,3,3
Intel Celeron G465,CPU,2012-09-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,2012,,0,3,3
Intel Celeron G555,CPU,2012-09-01,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,2012,,0,3,3
Intel Core i3-2328M,CPU,2012-09-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,2012,,0,3,3
Intel Core i3-2377M,CPU,2012-09-01,32.0,17.0,149.0,624.0,1500.0,Intel,Intel,2012,,0,3,3
Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,950.0,2500.0,Intel,Intel,2012,,0,3,3
Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,950.0,2500.0,Intel,Intel,2012,,0,3,3
Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,950.0,2500.0,Intel,Intel,2012,,0,3,3
Intel Core i3-3120M,CPU,2012-09-30,22.0,35.0,118.0,950.0,2500.0,Intel,Intel,2012,,0,3,3
Intel Core i3-3220,CPU,2012-09-03,22.0,55.0,94.0,950.0,3300.0,Intel,Intel,2012,,0,3,3
Intel Core i3-3220T,CPU,2012-09-03,22.0,35.0,94.0,950.0,2800.0,Intel,Intel,2012,,0,3,3
Intel Core i3-3225,CPU,2012-09-03,22.0,55.0,118.0,950.0,3300.0,Intel,Intel,2012,,0,3,3
Intel Core i3-3240,CPU,2012-09-03,22.0,55.0,94.0,950.0,3400.0,Intel,Intel,2012,,0,3,3
Intel Core i3-3240T,CPU,2012-09-03,22.0,35.0,94.0,950.0,3000.0,Intel,Intel,2012,,0,3,3
Intel Core i5-3330,CPU,2012-09-03,22.0,77.0,133.0,950.0,3000.0,Intel,Intel,2012,,0,3,3
Intel Core i5-3330S,CPU,2012-09-03,22.0,77.0,133.0,950.0,2700.0,Intel,Intel,2012,,0,3,3
Intel Core i5-3335S,CPU,2012-11-01,22.0,65.0,160.0,1480.0,2700.0,Intel,Intel,2012,,0,3,3
Intel Core i5-3350P,CPU,2012-09-03,22.0,69.0,133.0,950.0,3100.0,Intel,Intel,2012,,0,3,3
Intel Core i5-3365M,CPU,2012-11-01,22.0,35.0,160.0,950.0,2800.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3525M,CPU,2012-11-01,22.0,35.0,160.0,1480.0,2900.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3630QM,CPU,2012-09-30,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3632QM,CPU,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3635QM,CPU,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3840QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3840QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3840QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3840QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3940XM,CPU,2012-09-03,22.0,55.0,160.0,1400.0,3000.0,Intel,Intel,2012,,0,3,3
Intel Core i7-3970X,CPU,2012-11-01,32.0,150.0,435.0,2270.0,3500.0,Intel,Intel,2012,,0,3,3
Intel Pentium 2020M,CPU,2012-09-01,22.0,35.0,118.0,1400.0,2400.0,Intel,Intel,2012,,0,3,3
Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,2012,,0,3,3
Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,2012,,0,3,3
Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,2012,,0,3,3
Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,2012,,0,3,3
Intel Pentium 2129Y,CPU,2012-09-01,22.0,10.0,118.0,1400.0,1100.0,Intel,Intel,2012,,0,3,3
Intel Pentium 997,CPU,2012-09-01,32.0,17.0,131.0,504.0,1600.0,Intel,Intel,2012,,0,3,3
Intel Pentium B980,CPU,2012-09-01,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,2012,,0,3,3
Intel Pentium G2100T,CPU,2012-09-03,22.0,35.0,94.0,950.0,2600.0,Intel,Intel,2012,,0,3,3
Intel Pentium G2120,CPU,2012-09-03,22.0,55.0,94.0,950.0,3100.0,Intel,Intel,2012,,0,3,3
Intel Pentium G645,CPU,2012-09-02,32.0,65.0,131.0,504.0,2900.0,Intel,Intel,2012,,0,3,3
Intel Pentium G645T,CPU,2012-09-02,32.0,35.0,131.0,504.0,2500.0,Intel,Intel,2012,,0,3,3
Intel Xeon Phi 3110X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1053.0,Intel,Intel,2012,,0,3,3
Intel Xeon Phi 5110P,CPU,2012-11-12,22.0,225.0,350.0,5000.0,1053.0,Intel,Intel,2012,,0,3,3
Intel Xeon Phi 5110P,CPU,2012-11-12,22.0,225.0,350.0,5000.0,1053.0,Intel,Intel,2012,2022.0,0,3,3
Intel Xeon Phi 7110P,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,2012,,0,3,3
Intel Xeon Phi 7110X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,2012,,0,3,3
Intel Xeon Phi SE10P,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,2012,,0,3,3
Intel Xeon Phi SE10X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,2012,,0,3,3
Intel Xeon Phi SE10X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,2012,2147.0,0,3,3
AMD A10-6700T,CPU,2013-09-16,32.0,45.0,246.0,1303.0,2500.0,GlobalFoundries,AMD,2013,,0,1,1
AMD A10-6790B,CPU,2013-10-28,32.0,100.0,246.0,1303.0,4000.0,GlobalFoundries,AMD,2013,,0,1,1
AMD A10-6790K,CPU,2013-10-28,32.0,100.0,246.0,1303.0,4000.0,GlobalFoundries,AMD,2013,,0,1,1
AMD A4-1350,CPU,2013-10-18,28.0,8.0,107.0,950.0,1000.0,TSMC,AMD,2013,,0,8,1
AMD A8-6500T,CPU,2013-09-16,32.0,45.0,246.0,1303.0,2100.0,GlobalFoundries,AMD,2013,,0,1,1
Intel Atom E3815,CPU,2013-10-08,22.0,5.0,169.0,950.0,1467.0,Intel,Intel,2013,,0,3,3
Intel Atom E3825,CPU,2013-10-08,22.0,6.0,169.0,950.0,1333.0,Intel,Intel,2013,,0,3,3
Intel Atom E3826,CPU,2013-10-08,22.0,7.0,169.0,950.0,1467.0,Intel,Intel,2013,,0,3,3
Intel Atom E3827,CPU,2013-10-08,22.0,8.0,169.0,950.0,1750.0,Intel,Intel,2013,,0,3,3
Intel Atom E3845,CPU,2013-10-08,22.0,10.0,169.0,950.0,1910.0,Intel,Intel,2013,,0,3,3
Intel Atom Z3740,CPU,2013-09-27,22.0,2.0,100.0,950.0,1333.0,Intel,Intel,2013,,0,3,3
Intel Atom Z3770,CPU,2013-09-27,22.0,8.0,100.0,950.0,1467.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2950M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2950M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2950M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2950M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2955U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2955U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2955U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2955U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2961Y,CPU,2013-12-01,22.0,12.0,118.0,1400.0,1100.0,Intel,Intel,2013,,0,3,3
Intel Celeron 2980U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1600.0,Intel,Intel,2013,,0,3,3
Intel Celeron G1620T,CPU,2013-09-01,22.0,35.0,94.0,950.0,2400.0,Intel,Intel,2013,,0,3,3
Intel Celeron G1630,CPU,2013-09-01,22.0,55.0,94.0,950.0,2800.0,Intel,Intel,2013,,0,3,3
